DateID,ID,RefGipfel,FileName Strava,Datum Start,Datum End,Month,Year,Saison,Typ,Art,Unterart,Org,Tage,Titel Strava,Remarks,Ziel,Ziel Typ,Route,öbernachtung,D,B,A,J,Weitere Teilnehmer,Anlass,Bemerkung,Distanz,Dauer,Schwierigkeit,Aufstieg,Abstieg,Links Routen,Links Fotos,Links,Fotos?,Album auf Google+?,Hikr Eintrag,Type,Link,,Datum Start,ID
D20140529,1214,#NV,20140529-115216-BackcountrySki.gpx,29.5.14,29.5.14,5,2014,2013/14 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Jungfraujoch - FinsteraarhornhÅtte,,FinsteraarhornhÅtte,HÅtte,Jungfraujoch - Konkordiaplatz - GrÅenhornlÅcke - FinsteraarhornhhÅtte,FinsteraarhornhÅtte,x,,,,"Urs, Stephan Beit, Hakon, Anne-Katherine Schneider",SL Berg & Ski,,,,,,,,,,y,y,El Chasqui,Normal,,,29.5.14,1214
D20140530,1215,165,20140530-045117-BackcountrySki.gpx,30.5.14,30.5.14,5,2014,2013/14 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Finsteraarhorn,,Finsteraarhorn,Gipfel,FinsteraarhornhÅtte - FrÅhstÅcksplatz - Hugisattel - Finsteraarhorn,FinsteraarhornhÅtte,x,,,,"Urs, Stephan Beit, Hakon, Anne-Katherine Schneider",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,30.5.14,1215
D20140531,1216,166,20140531-055913-BackcountrySki.gpx,31.5.14,31.5.14,5,2014,2013/14 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour Gross Wannenhorn,,Grosses Wannenhorn,Gipfel,FinsteraarhornhÅtte - P2901 - Gross Wannenhorn - P2901 - FinsteraarhornhÅtte,FinsteraarhornhÅtte,x,,,,"Urs, Stephan Beit, Hakon, Anne-Katherine Schneider",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,31.5.14,1216
D20140601,1217,167,20140601-035920-BackcountrySki.gpx,1.6.14,1.6.14,6,2014,2013/14 Wi,Winter,Skifahren,Skihochtour,SL HTL,1,Skitour FinsteraarhornhÅtte - Hinter Fiescherhorn - Jungfraujoch,,Hinteres Fiescherhorn,Gipfel,FinsteraarhornhÅtte - P3433 - Hinteres Fiescherhorn - Fieschersattel - EwigschneefÑld - Mînchsjoch - Jungfraujoch,FinsteraarhornhÅtte,x,,,,"Urs, Stephan Beit, Hakon, Anne-Katherine Schneider",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,1.6.14,1217
D20140607,1218,#NV,20140607-102647-Hike.gpx,7.6.14,7.6.14,6,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Bremgarten - Ottenbach - Der Reuss entlang,,Ottenbach (Reuss),Flusstour,Bremgarten - Ottenbach,,x,x,,,,,,,,,,,,,,,,,,,,7.6.14,1218
D20140608,1219,168,20140608-075329-Hike.gpx,8.6.14,8.6.14,6,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Brisen, Hoh Brisen",,"Brisen, Hoh Brisen, Risetenstock",Gipfel,Niederrickenbach (Station) - Niederrickenbach (Seilbahn) - Alpboden - Haldigrat (Sesselbahn) - Brisen - Hoh Brisen (alleine) - Schuenegg - Glattegrat - Risetenstock - Hinterjochli - Bi den Seelenen - Ober Bolgen - Gitschen - St. Jakob (Seilbahn),,x,x,,,,,,,,,,,,,,y,,leuti,Normal,,,8.6.14,1219
D20140614,1220,#NV,20140614-102510-Hike.gpx,14.6.14,14.6.14,6,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Zustieg Capanna Quarnei,,Capanna Quarnei,HÅtte,Dandrio - FontanÇ - Alpe della Bolla - Alpe di Prato Rotonto - Capanna Quarnei,Capanna Quarnei,x,,,,"Gerry (Co-Tourenleiter), Kathrin Oberli, Jîrg und Nicola RollbÅhler",SL Berg & Ski,,,,,,,,,,y,y,leuti,Normal,,,14.6.14,1220
D20140615,1221,171,20140615-034132-Hike.gpx,15.6.14,15.6.14,6,2014,2014 So,Sommer,Wandern,Hochtour,SL CTL,1,Hochtour Rheinwaldhorn,,Adula,Gipfel,Capanna Quarnei - Alpe di Quarnei - Passo del Laghetto - Via Malvaglia - Adula - Abstieg Åber Normalroute via Graustock - P2642 - P2520 - Laghetto dei Cadabi - Passo del Laghetto - Alpe di Quarnei - Alpe di Pozzo - P1707 - Cusie,,x,,,,"Gerry (Co-Tourenleiter), Kathrin Oberli, Jîrg und Nicola RollbÅhler",SL Berg & Ski,,,,,,,,,,,,leuti,Normal,,,15.6.14,1221
D20140621,1222,172,20140621-082118-Hike.gpx,21.6.14,21.6.14,6,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,Wanderung Braunwald - GlattalphÅtte,,Pfaff,Gipfel,Gumen (Braunwald) - BÅtzi - Ergismatt - CharetalphÅttli - Grossbodenkreuz - Pfaff - GlattalphÅtte,GlattalphÅtte,x,x,x,x,Fam. Schenker,Hochzeitsgeschenk von Schenkers,,,,,,,,,,y,y,x,,,,21.6.14,1222
D20140622,1223,173,20140622-082232-Hike.gpx,22.6.14,22.6.14,6,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,Wanderung GlattalphÅtte - Urnerboden,,MÑren,Gipfel,GlattalphÅtte - P1856 - SchrÑnzenbÑnder - Inner BrÅelchÑlen - MÑren - Firner Loch - Firnen - HÅfi - Urnerboden ,,x,x,x,x,Fam. Schenker,Hochzeitsgeschenk von Schenkers,,,,,,,,,,,,x,,,,22.6.14,1223
D20140718,1224,174,20140718-034730-Hike.gpx,18.7.14,18.7.14,7,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Gitschen,,Gitschen,Gipfel,Hinter Chlosterberg (P1117) - P1192 - RohenrÅti - P1552 - Oberberg - Gitschen Ostflanke - Gitschen - Querung nîrdlich Gitschentor bis P1989 - Obere Stelli - Firnboden - Musenalp - NeihÅttli - P1192 - P1117,,x,,,,alleine,,,,,,,,,,,y,,leuti,Normal,,,18.7.14,1224
D20140823,1225,290,20140823-114313-Hike.gpx,23.8.14,24.8.14,8,2014,2014 So,Sommer,Wandern,Wanderung,Privat,2,Wanderung Strassberg - Mattjischhorn - SkihÅtte Hochwang,Auf mehrere Tage verteilen,Mattjisch Horn,Gipfel,Strassberg - Mattjischhorn - SkihÅtte Hochwand (öbernachtung) - Arflinafurgge - Fideriser Heuberge - Fideris (mit Trotti),SkihÅtte Hochwang,x,x,x,x,"Gublers, Peter und Livia, Burkhardts, Roberto, Vanessa, Lea, Leutwylers, Zellers",Klassenwanderung,,,,,,,,,,,,x,,,,23.8.14,1225
D20140830,1226,#NV,20140830-104901-Hike.gpx,30.8.14,30.8.14,8,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Aufstieg zur GelmerhÅtte,,GelmerhÅtte,HÅtte,Tag 1: Handegg - Gelmersee (mit Bahn) - Heubalm (Pause) - Diechter (Mittagsrast) - GelmerhÅtte - Klettern Diechterboden (Lupo der Vergessene),GelmerhÅtte,x,x,,x,"Billeters, Martin & Elsbeth",,,,,,,,,,,,,leuti,Normal,,,30.8.14,1226
D20140831,1227,291,20140831-042606-Hike.gpx,31.8.14,31.8.14,8,2014,2014 So,Sommer,Wandern,Hochtour,Privat,1,Hochtour Diechterhorn,,Diechterhorn,Gipfel,Tag 2: GelmerhÅtte - Diechterlimi - Diechterhorn zurÅck Åber den gleichen Weg bis zur Bahn,,x,,,,Billy,,Diechterhorn mit Billy,7.5km,Aufstieg 3h / Abstieg 1:35,WS,950m (ab HÅtte),950m (ab HÅtte),,,,,,leuti,Normal,,,31.8.14,1227
D20140906,1228,175,20140906-074928-Workout.gpx,6.9.14,6.9.14,9,2014,2014 So,Sommer,Klettern,Klettertour,Privat,1,Klettertour Gross Bielenhorn,,Gross Bielenhorn,Gipfel,Sidelenbach - SidelenhÅtte - Untere BielenlÅcke - Gross Bielenhorn - Abseilen - retour Åber Aufstiegsroute,Hotel Tiefenbach,x,,,,Hakon,,Start bis Einstieg 1:50; Einstieg bis Gipfel 5:50 (inkl. Versteigen); zurÅck zum Wandfuss 1:30; zurÅck beim Furkapass 2:00 --> Total 11:15,,11:15,"5c, 4c obl.",1060,1060,,,,y,y,leuti,Normal,,,6.9.14,1228
D20140907,1229,176,20140907-072035-Hike.gpx,7.9.14,7.9.14,9,2014,2014 So,Sommer,Wandern,Hochtour,Privat,1,Hochtour Galenstock Åber SE-Sporn mit Hakon,,Galenstock,Gipfel,Furkapasshîhe - P2644 - Sidelengletscher - Einstieg SO-Sporn - P3365 - Galenstock - Abseilen Åber NÑhe P3113 - Retour zum Furkapass,,x,,,,Hakon,,Start bis Einstieg 2:30; AusstiegP3365 2:10; Gipfel an 1:00; Ankunft Abseilstelle 0:40; Wandfuss 2:00 (inkl. Seilverklemmmanîver); Furkapass 1:35 ==> Total 10:00,,10:00,WS+,1230,1230,,,,y,y,leuti,Normal,,,7.9.14,1229
D20140925,1230,#NV,20140925-142705-Hike.gpx,25.9.14,25.9.14,9,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Hochtour Aufstieg zur BrittaniahÅtte ab Mattmark,,BrittaniahÅtte,HÅtte,Mattmark - BrittaniahÅtte,,x,,,,Urs,,,6.3,02:15,L,900,0,,,,,,El Chasqui,Normal,,,25.9.14,1230
D20140926,1231,177,20140926-041655-Hike.gpx,26.9.14,26.9.14,9,2014,2014 So,Sommer,Wandern,Hochtour,Privat,1,Hochtour Allalinhorn (Hohlaubgrat) - Alphubel,,Alphubel,Gipfel,BrittaniahÅtte - Hohlaubgletscher - P3544 - Allalinhorn (Hohlaubgrat) - Feejoch - Feechopf - Eisnase - Alphubel - LÑngflue,,x,,,,Urs,,Aufs Allalinhorn 3:15 - Weiter auf den Alphubel - 3:10 - Abstieg LÑngflue 2:00,12.7,08:30,WS+,1610,1730,,,,,,El Chasqui,Normal,,,26.9.14,1231
D20141004,1232,179,20141004-071414-Workout.gpx,4.10.14,4.10.14,10,2014,2014 So,Sommer,Klettern,Klettertour,Privat,1,Klettern Trotzigplanggstock,,Trotzigplanggstock,Gipfel,SustenbrÅggli - SustlihÅtte - Einstieg - Trotzigplanggstock - SustlihÅtte - SustenbrÅggli,,x,,,,Alex,,Start 08:15; SustlihÅtte 0:30; Einstieg 1:00; Gipfel 4:00; Abstieg SustlihÅtte 2:30; Auto 0:30,,09:30,"4c, 4a obl.",1040,1040,,,,,,xaendi,Normal,,,4.10.14,1232
D20141018,1233,180,20141018-065041-Hike.gpx,18.10.14,18.10.14,10,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Stauberen, Stauberenkanzel, Hoher Kasten, FrÅmsen",,Stauberenchanzel,Gipfel,Stauberen - Stauberenkanzel - Hoher Kasten - Alp Rohr - FrÅmsen,,x,x,,,,,,,,,,,,,,,,leuti,Normal,,,18.10.14,1233
D20141019,1234,182,20141019-061218-Hike.gpx,19.10.14,19.10.14,10,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Haggenspitz, via N-Grat",,Haggenspitz (N-Grat),Gipfel,Brunni - Haggenegg - Haggenspitz (via N-Grat) - Griggeli - Kleiner Mythen (N-Kamin) - ZwÅschet Mythen - Brunni,,x,,,,Alleine,,,,,,,,,,,,,leuti,Normal,,,19.10.14,1234
D20141025,1235,184,20141025-084158-Hike.gpx,25.10.14,25.10.14,10,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Matro bis Pizzo PlanchÇ,,Pizzo PlanchÇ,Gipfel,Marone - Puscett - Matro - Cogn - Pianca Bella - Pizzo Pianche - Foppascia - Pascorasc - Marone,,x,x,,,Dominique,,,,,,,,,,,,,leuti,Normal,,,25.10.14,1235
D20141026,1236,188,20141026-080916-Hike.gpx,26.10.14,26.10.14,10,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Tîssstock - Hîchhand - Schwarzenberg,,"Tîssstock, Hîchhand, Schwarzenberg",Gipfel,FÑlmis - Wolfsgrueb - Tîssscheidi - Tîssstock - SchwÑmi - Hîchhand - Schwarzenberg - Farner - FÑlmis,,x,x,,,,,,,,,,,,,,,,leuti,Normal,,,26.10.14,1236
D20141102,1237,191,20141102-062637-Hike.gpx,2.11.14,2.11.14,11,2014,2014 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Grosser Myhten Åber NollenbrÅnneli - Mythenmatt,,Gross Mythen (via Schafmatt),Gipfel,Brunni - Holzegg - Kurve 22 - NollenbrÅnneli - Rot GrÑtli - Gross Mythen - Abstieg Åber Normalroute,,x,x,,,Lisette,,,,,,,,,,,,,leuti,Normal,,,2.11.14,1237
D20141108,1238,292,20141108-084629-Hike.gpx,8.11.14,8.11.14,11,2014,2014 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Pfannestiel,,Pfannenstiel,Gipfel,Siehe Movescount,,x,x,,,,,,,,,,,,,,,,x,,,,8.11.14,1238
D20141109,1239,#NV,20141109-085121-Workout.gpx,9.11.14,9.11.14,11,2014,2014 So,Sommer,Klettern,Sportklettern,Privat,1,Wanderung FarnerzÑhne,,FarnerzÑhne,Klettern,SÅdflanke des Schattenbergs ob Farnern,,x,,,,Hakon,,,,,,,,,,,,,,,,,9.11.14,1239
D20150101,1240,192,20150101-101550-Hike.gpx,1.1.15,1.1.15,1,2015,2014/15 Wi,Winter,Wandern,Winterwanderung,Privat,1,Winterwanderung auf Bachtel und Abfahrt mit Schlitten,,Bachtel,Gipfel,Wernetshausen - Orn - Bachtel - Orn - Wernetshausen,,x,x,x,x,mit Fam. Mader,,Abfahrt mit Schlitten,8,03:45,T2,720,720,,,,,,x,,,,1.1.15,1240
D20150102,1241,193,20150102-081952-BackcountrySki.gpx,2.1.15,2.1.15,1,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Stockberg (Versuch),,Stockberg (Versuch),Gipfel,Stein (P838) - Oberstoffel - Muggenboden -  Ahorn - Rueboden - Lauboden - Stein,,x,x,,,,,,6.6,03:51,L,570,570,,,,,,,,,,2.1.15,1241
D20150104,1242,194,20150104-125633-Run.gpx,4.1.15,4.1.15,1,2015,2014/15 Wi,Winter,Wandern,Winterwanderung,Privat,1,Lauf am Nachmittag,Fehlt in Strava?,HÅttchopf,Gipfel,Wolfsgrueb - Bruederegg - HÅttchopf - öberzÅtt - Brandegg - Scheidegg - Wolfsgrueb,,x,x,,,,,,6.5,03:15,T3,630,630,,,,,,x,,,,4.1.15,1242
D20150118,1243,197,20150118-074856-BackcountrySki.gpx,18.1.15,18.1.15,1,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Gulmen,,Gulmen,Gipfel,Sell (P1151) - Heigge - Vorder Hîhi - Gulmen - HÅttlisboden - Amden Vorderdorf,,x,,,,"Billy, Martin, Magdalena",,,8.5,03:00,WS,670,850,,,,,,leuti,Normal,,,18.1.15,1243
D20150124,1244,198,20150124-080141-BackcountrySki.gpx,24.1.15,24.1.15,1,2015,2014/15 Wi,Winter,Skifahren,Skitour,SL Lead,1,Skitour RottÑllihorn,,RottÑllihorn,Gipfel,Realp -  Schweig - OberchÑseren - Stelliboden - Grat ca. 2900 - Stelliboden - Aufstiegsroute,,x,,,,"Emmanuel, Tomasz, Erich, JÅrg, Magdalena",,,16.9,06:37,WS,1460,1460,,,,,,leuti,Normal,,,24.1.15,1244
D20150201,1245,199,20150201-070148-BackcountrySki.gpx,1.2.15,1.2.15,2,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Stockberg,,Stockberg,Gipfel,P bei Breitenau (Stein) - Halden - Oberstofel - JosenhÅttli - Stockneregg - Stockberg - retour auf Aufstiegsroute (mehr oder weniger),,x,,,,Alleine,,,7.86,02:50,L+,980,980,,,,,,x,,,,1.2.15,1245
D20150208,1246,200,20150208-090813-Snowshoe.gpx,8.2.15,8.2.15,2,2015,2014/15 Wi,Winter,Wandern,Schneeschuhwanderung,Privat,1,Schneeschuhtour MÅhlrÅti - St. Iddaburg - Groot - MÅhlrÅti Eine Beschreibung hinzufÅgen,,Groot (Kt.Hîhepunkt TG),Gipfel,MÅhlrÅti - Egghof - Hintersenis - St. Iddaburg - Hintermurg - P658 - Ootenegg - Hell - Groot - Tobel - MÅhlrÅti,,x,,,,Alleine,,,11.5,03:40,WT3,1000,1000,,,,,,x,,,,8.2.15,1246
D20150215,1247,201,20150215-135602-Snowshoe.gpx,15.2.15,15.2.15,2,2015,2014/15 Wi,Winter,Wandern,Schneeschuhwanderung,Privat,1,Schneeschuhtour Hîhrohnen,,Hîhronen,Gipfel,Chlausenchappeli - Langenegg - Hîhboden - TÅfelstein - DreilÑnderstein - P1093 - Chlausenchappeli,,x,x,,,,,,9,03:00,WT2,225,225,,,,,,x,,,,15.2.15,1247
D20150222,1248,202,20150222-062548-BackcountrySki.gpx,22.2.15,22.2.15,2,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour TwÑriberg ,,TwÑriberg,Gipfel,Weglosen - Laueli - P1349 - P1741 - TwÑriberg - Weglosen,,x,,,,JÅrg Unteregger,,,8.9,04:00,WS+,1120,1120,,,,,,x,,,,22.2.15,1248
D20150228,1249,203,20150228-050000-BackcountrySki.gpx,28.2.15,28.2.15,2,2015,2014/15 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour Fanenstock,,Fanenstock,Gipfel,Elm - ZÅndli - Mittler Stafel - Fanenstock - retour Åber Aufstiegsroute,,x,,,,"Gerry (TL), Urs, Beno, Gosha, Rolf",SL Berg & Ski,,11.5,05:00,WS-,1290,1290,,,,,,x,,,,28.2.15,1249
D20150314,1250,204,20150314-065705-BackcountrySki.gpx,14.3.15,14.3.15,3,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Sulzfluh,,Sulzfluh,Gipfel,Parkplatz 5 - Soppen - Gemschtobel - Gipfel - retour entlang der Aufstiegsroute (welches nicht die offizielle Aufstiegsroute ist),,x,,,,Hakon,,Statt Rotondo,13.75,05:30,ZS,1370,1370,,,,,,leuti,Kurzbericht,,,14.3.15,1250
D20150315,1251,205,20150315-112521-Hike.gpx,15.3.15,15.3.15,3,2015,2014/15 Wi,Winter,Wandern,Winterwanderung,Privat,1,"Wanderung Grubenhîhi, Gueteregg, Rinderweidhorn",,Gruebenhîchi,Gipfel,Willerzell - Summerig - Gruebhîchi - Gueteregg - Rinderweidhorn - Vordermiesegg - St. Wendel - Willerzell,,x,x,,,,,,12.04km,05:00,T2,590,590,,,,,,,,,,15.3.15,1251
D20150328,1252,207,20150328-045708-AlpineSki.gpx,28.3.15,28.3.15,3,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Gross Ruchen,,Gross Ruchen,Gipfel,UnterschÑchen (P1023) - Brunni - RuchchÑlen - RuchchÑlenpass - Gross Ruchen,,x,,,,Urs & Gerry,,,,,S-,,,,,,,,El Chasqui,Normal,,,28.3.15,1252
D20150403,1253,#NV,20150403-091903-Hike.gpx,3.4.15,3.4.15,4,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Via Jacobi 01a - Von Rorschach bis St. Gallen,,Via Jaccobi 1a,ViaJaccobi,Rorschach - St. Gallen,,x,x,,,,,,16.91,04:50,T1,537,247,,,,,,,,,,3.4.15,1253
D20150406,1254,208,20150406-053534-BackcountrySki.gpx,6.4.15,6.4.15,4,2015,2014/15 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Mutteristock,,Mutteristock,Gipfel,P918 (Chli Almeindwald) - Ober Boden - Rinderweid - Mutteri - TorberglÅcke - Mutteristock - Retour auf Aufstiegsspur bis Rinderweid - dann direkt runter via FÑlleggen - P998 - P918,,x,,,,Billy,,,12,,ZS-,,,,,,,,x,,,,6.4.15,1254
D20150411,1255,#NV,20150411-055929-Hike.gpx,11.4.15,11.4.15,4,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Via Jacobi 1b - St. Gallen - Herisau,,Via Jaccobi 1b,ViaJaccobi,St. Gallen - Herisau,,x,x,,,,,,11.01,02:50,T1,220,166,,,,,,,,,,11.4.15,1255
D20150412,1256,209,20150412-101621-BackcountrySki.gpx,12.4.15,12.4.15,4,2015,2014/15 Wi,Winter,Skifahren,Skihochtour,Privat,1,Skitour Klein Matterhorn - Pollux - Monte-Rosa HÅtte,,Pollux,Gipfel,Klein Matterhorn - Pollux - Schwarztor - Monte-Rosa HÅtte,,x,,,,JÅrg Unteregger,,,,,,,,,,,,,leuti,Normal,,,12.4.15,1256
D20150413,1257,210,20150413-023853-BackcountrySki.gpx,13.4.15,13.4.15,4,2015,2014/15 Wi,Winter,Skifahren,Skihochtour,Privat,1,Skitour Dufourspitze,,Dufourspitze,Gipfel,Monte-Rosa HÅtte - Silbersattel - Dufourspitze - Monte-Rosa HÅtte - Via Schlucht nach Zermatt,,x,,,,JÅrg Unteregger,,,,,,,,,,,,,leuti,Normal,,,13.4.15,1257
D20150524,1258,211,20150524-082307-Hike.gpx,24.5.15,24.5.15,5,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Chasseral,,Chasseral,Gipfel,"Les PrÇs-d'Orvin, Bellvue - Ostgrat - Chasseral - Chasseral Hìtel - P1552 (Kantonshîhepunkt NE) - Chasseral Hìtel - Combe Cräde - St-Imier ",,x,x,,,,,,,,,,,,,,,,leuti,Kurz,,,24.5.15,1258
D20150530,1259,#NV,20150530-123018-BackcountrySki.gpx,30.5.15,30.5.15,5,2015,2014/15 Wi,Winter,Skifahren,Skitour,SL CTL,1,Skitour Aufstieg zur Diavolezza HÅtte,,Diavolezza HÅtte,HÅtte,Station Bernina Diavolezza - P2134 - P2355 - P2706 - P2785 - Diavolezza HÅtte,,x,,,,Hakon,,,4.7,03:10,,870,,,,,,,,,,,30.5.15,1259
D20150531,1260,293,20150531-031315-BackcountrySki.gpx,31.5.15,31.5.15,5,2015,2014/15 Wi,Winter,Skifahren,Skihochtour,SL CTL,1,Skitour Piz Bernina (Versuch),,Piz Bernina (Versuch),Gipfel,Diavolezza HÅtte - P2757 - P3122 - Foura - Bellavista Terasse (Abbruch) - Foura - Morteratschgletscher - Station Morteratsch,,x,,,,Gerry und Andy,SL Berg & Ski,,20.88,09:00,,1145,2200,,,,,,,,,,31.5.15,1260
D20150606,1261,#NV,20150606-072441-Hike.gpx,6.6.15,6.6.15,6,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Via Jacobi: Herisau - St. Peterzell,,Via Jaccobi 2a,ViaJaccobi,Herisau - St. Peterzell,,x,x,,,,,,15.33,05:00,T2,560,610,,,,,,,,,,6.6.15,1261
D20150613,1262,294,20150613-091624-Hike.gpx,13.6.15,13.6.15,6,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Jog KÅsnacht - Pfannenstiel - Home,FileName Strava statisch,öetliberg,Gipfel,Ringlikon - Jurablick Coiffeurwegli - P800 - P777 - Trampelpfad Ost - öetliberg - Triemli,,x,x,,,,,,10.9,04:40,T4,405,604,,,,,,leuti,Normal,,,13.6.15,1262
D20150625,1263,212,20150625-043901-Workout.gpx,25.6.15,25.6.15,6,2015,2015 So,Sommer,Klettern,Klettertour,Ausbildung,1,Klettertour öberschreitung Gelmerhîrner,,Gelmerhîrner,Gipfel,,,x,,,,SAC Tourenleiterkurs,Hochtourenleiterkurs,,14.75,09:50,IV,860,860,,,,,,leuti,Kurzbericht,,,25.6.15,1263
D20150626,1264,214,20150626-040000-Hike.gpx,26.6.15,26.6.15,6,2015,2015 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour Tieralplistock,,Tieralplistock,Gipfel,"GelmerhÅtte - Diechtergletscher - erstes, breites Colour hoch Richtung Osten - Tieralplistock - nordwestlich des Grats Richtung Diechterlimi - entlang dem Sommerweg zurÅck zur HÅtte",,x,,,,SAC Tourenleiterkurs,Hochtourenleiterkurs,,,,WS,970,970,,,,,,leuti,Kurzbericht,,,26.6.15,1264
D20150628,1265,#NV,20150628-111819-Hike.gpx,28.6.15,28.6.15,6,2015,2015 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Via Jacobi - St. Peterzell - Wattwil,,Via Jaccobi 2b,ViaJaccobi,St. Peterzell - Wattwil,,x,x,,,,,,9.56,04:00,T2,380,471,,,,,,,,,,28.6.15,1265
D20150704,1266,215,20150704-024324-Hike.gpx,4.7.15,4.7.15,7,2015,2015 So,Sommer,Wandern,Hochtour,SL CTL,1,Hochtour PalÅ-öberschreitung,,Piz PalÅ,Gipfel,Diavolezza - Normalaufstieg - Ostgipfel - Hauptgipfel - Westgipfel - Spinasgrat - Bellavista Terasse - Rif. Marco e Rosa,Rifugio Marco e Rosa,x,,,,"Gerry, Urs, Roli, Jeanine, Jîrg",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,4.7.15,1266
D20150705,1267,216,20150705-032359-Hike.gpx,5.7.15,5.7.15,7,2015,2015 So,Sommer,Wandern,Hochtour,SL CTL,1,Hochtour Piz Bernina,,Piz Bernina,Gipfel,Rif. Marco e Rosa - Spallagrat - Rif. Marco e Rosa - Bellavista Terrasse - Fortezzagrat - Diavolezza,,x,,,,"Gerry, Urs, Roli, Jeanine, Jîrg",SL Berg & Ski,,,,,,,,,,,,El Chasqui,Normal,,,5.7.15,1267
D20150712,1268,217,20150712-080608-Hike.gpx,12.7.15,12.7.15,7,2015,2015 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Gandstock,,Gandstock,Gipfel,Garichti Stausee - Wiederstein - Berglimattsee - Åber den Grat bis Gandstock - zurÅck bis P2160 - Oberstaffel - Seebîdeli - Unter Laui - Garichti,,x,x,,,,,,11.6,06:10,T4+,970,970,,,,,,leuti,Normal,,,12.7.15,1268
D20150717,1269,218,20150717-100505-Hike.gpx,17.7.15,18.7.15,7,2015,2015 So,Sommer,Wandern,Hochtour,Privat,2,Wanderung Aufstieg zur WeisshornhÅtte,,Weisshorn,Gipfel,Randa - WeisshornhÅtte (Uebernachtung) - Ostgrat via Wasserloch - Weisshorn - WeisshornhÅtte - Randa,,x,,,,Gerry,Statt Ringelspitz (zuwenige Anmeldungen),Zeiten: HÅttenaufstieg 2:50; HÅtte - P3145; HÅtte - FrÅhstÅcksplatz 3:10; HÅtte - Start Firnfeld 4:20; HÅtte - Gipfel 6:30; Gipfel - Start Firnfeld - ,,,,,,,,,,,leuti,Normal,,,17.7.15,1269
D20150725,1270,219,20150725-103544-Hike.gpx,25.7.15,25.7.15,7,2015,2015 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Hîrnli Westwand,,Hîrnli (Westgrat),Gipfel,Lipperschwendi - BÑrentobel - Westgrat - Hîrnli - ,,x,,,,Alleine,,Zum Gipfel 1:40 (inkl. Umweg); 0:40 runter,6.4,02:20,T5,540,540,,,,,,leuti,Normal,,,25.7.15,1270
D20150726,1271,220,20150726-062157-Hike.gpx,26.7.15,26.7.15,7,2015,2015 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Nasenlîcherroute - HÅenerberg öberschreitung - Girenspitz NE-Grat,,SÑntis,Gipfel,SchwÑgalp - Nasenlîcherroute - Hîchnideri - HÅenerberg öberschreitung - Girenspitz NE-Grat - SÑntis,,x,,,,Alleine,,,8.5,03:45,T6,1380,270,,,,,,leuti,Normal,,,26.7.15,1271
D20150807,1272,223,20150807-133433-Hike.gpx,7.8.15,7.8.15,8,2015,2015 So,Sommer,Wandern,Alpintour,Privat,1,Bike Tour Magic Life: Mesanagro,FileName Strava statisch,Attavyros,Gipfel,Embonas - Attavyros (retour Åber Aufstiegsroute),,x,,,,Alleine,,,,,,,,,,,,,leuti,Normal,,,7.8.15,1272
